workerid,strangedescription,trial_type,actual_utterance,actual_effect_question,name,object_level,gender,num_objects,object,effect,actual_cause,quantifier,rt,cause,response,other_gender,slide_number_in_experiment
48,,cause_effect_prior,"""Some of the matches burnt.""",Do you think Kimberly is describing a normal event?,David,object_high,M,15,matches,burnt,David threw  15 matches  into a fire.,Some,10031,threw __ into a fire,yes,F,4
48,,cause_effect_prior,"""All of the love notes had the letter Z in them.""",Do you think Charles is describing a normal event?,Diane,object_mid,F,15,love notes,had the letter Z in them,Diane wrote  15 love notes.,All,7872,wrote __,yes,M,5
48,,cause_effect_prior,"""Some of the block towers fell down.""",Do you think Amy is describing a normal event?,Nicole,object_mid,F,15,block towers,fell down,Nicole punched  15 block towers.,Some,6362,punched __,yes,F,6
48,"Rarely does anyone have 15 cameras to take a picture at once, that would take alot of technical knowledge",cause_effect_prior,"""Nothing out of the ordinary.""",Do you think Donna is describing a normal event?,Mary,object_high,F,15,cameras,flashed,Mary took a picture with  15 cameras.,short_filler,33842,took a picture with __,no,F,7
48,Putting soap in a freezer has nothing to do with ones grandma so to be reminded of ones grandma at that moment is odd.,cause_effect_prior,"""That reminds me I need to visit my grandma.""",Do you think Tyler is describing a normal event?,Michelle,object_low,F,15,bottles of hand soap,froze,Michelle put  15 bottles of hand soap  in the freezer.,long_filler,39047,put __ in the freezer,no,M,8
48,,cause_effect_prior,"""None of the crayons melted.""",Do you think Jonathan is describing a normal event?,Ashley,object_mid,F,15,crayons,melted,Ashley left  15 crayons  in the hot sun.,None,7792,left __ in the hot sun,yes,M,9
48,,cause_effect_prior,"""Nothing surprising there.""",Do you think Paul is describing a normal event?,Ryan,object_mid,M,15,sequins,stuck,Ryan glued  15 sequins  to a piece of paper.,short_filler,8297,glued __ to a piece of paper,yes,M,10
48,"No, if they applied brakes to all 15 cars, all 15 cars should have stopped. If they didnt stop something is wrong.",cause_effect_prior,"""Some of the cars stopped.""",Do you think Jason is describing a normal event?,Jack,object_high,M,15,cars,stopped,Jack pressed the brakes on  15 cars.,Some,35552,pressed the brakes on __,no,M,11
48,,cause_effect_prior,"""All of the backpacks blew away.""",Do you think Joshua is describing a normal event?,Rebecca,object_low,F,15,backpacks,blew away,Rebecca left  15 backpacks  on a table on a windy day.,All,20148,left __ on a table on a windy day,yes,M,12
48,,cause_effect_prior,"""Typical.""",Do you think Laura is describing a normal event?,Amanda,object_high,F,15,kids,laughed,Amanda told a joke to  15 kids.,short_filler,10093,told a joke to __,yes,F,13
48,,cause_effect_prior,"""Some of the new cars beeped.""",Do you think Lisa is describing a normal event?,Anthony,object_high,M,15,new cars,beeped,Anthony left the lights on in  15 new cars.,Some,6382,left the lights on in __,yes,F,14
48,,cause_effect_prior,"""Some of the marbles sank.""",Do you think Shirley is describing a normal event?,Timothy,object_high,M,15,marbles,sank,Timothy threw  15 marbles  into a pool.,Some,7700,threw __ into a pool,yes,F,15
48,,cause_effect_prior,"""Some of the pinecones decomposed.""",Do you think Raymond is describing a normal event?,Joyce,object_mid,F,15,pinecones,decomposed,Joyce put  15 pinecones  in a compost pile for a month.,Some,6206,put __ in a compost pile for a month,yes,M,16
48,,cause_effect_prior,"""I should start growing those myself.""",Do you think Catherine is describing a normal event?,Anna,object_low,F,15,strawberries,were green,Anna saw  15 strawberries.,long_filler,5325,saw __,yes,F,17
48,For fred to be confused that red nail polish came out of a red tube is odd since one must expect that only one color is in the tube.,cause_effect_prior,"""Why always the red?""",Do you think Frank is describing a normal event?,Donald,object_high,M,15,white carpets,got stained,Donald spilled red nail polish on  15 white carpets.,long_filler,68199,spilled red nail polish on __,no,M,18
48,,cause_effect_prior,"""Some of the mirrors reflected the sunlight.""",Do you think Brenda is describing a normal event?,Robert,object_high,M,15,mirrors,reflected the sunlight,Robert placed  15 mirrors  in the sun.,Some,6147,placed __ in the sun,yes,F,19
48,,cause_effect_prior,"""All of the wheelchairs rolled.""",Do you think Julie is describing a normal event?,Brandon,object_high,M,15,wheelchairs,rolled,Brandon pushed  15 wheelchairs.,All,6977,pushed __,yes,F,20
48,,cause_effect_prior,"""None of the logs broke.""",Do you think Sarah is describing a normal event?,Christopher,object_low,M,15,logs,broke,Christopher ran  15 logs  over with a car.,None,11240,ran __ over with a car,yes,F,21
48,,cause_effect_prior,"""None of the cakes stuck to the wall.""",Do you think Brian is describing a normal event?,Carol,object_mid,F,15,cakes,stuck to the wall,Carol threw  15 cakes  against a wall.,None,10370,threw __ against a wall,yes,M,22
48,,cause_effect_prior,"""Pretty normal.""",Do you think Benjamin is describing a normal event?,Scott,object_low,M,15,poems,rhymed,Scott wrote  15 poems.,short_filler,5243,wrote __,yes,M,23
48,Candles usually have nothing flammable other than the wic so for a candle to explode is very abnormal.,cause_effect_prior,"""Some of the candles exploded.""",Do you think Heather is describing a normal event?,Betty,object_low,F,15,candles,exploded,Betty lit  15 candles.,Some,35320,lit __,no,F,24
48,Bubbles pop very easily so for some of the bubbles to not pop is very odd.,cause_effect_prior,"""Some of the bubbles popped.""",Do you think Eric is describing a normal event?,Sharon,object_high,F,15,bubbles,popped,Sharon poked  15 bubbles  with a pin.,Some,30118,poked __ with a pin,no,M,25
48,,cause_effect_prior,"""Some of the books ripped.""",Do you think Rachel is describing a normal event?,Andrew,object_high,M,15,books,ripped,Andrew used  15 books  as dog toys.,Some,14217,used __ as dog toys,yes,F,26
48,A pancake is fluffy and durable and not meant to stand on its own. for a pancake to land sideways is very odd.,cause_effect_prior,"""None of the pancakes landed flat.""",Do you think James is describing a normal event?,Elizabeth,object_mid,F,15,pancakes,landed flat,Elizabeth tossed  15 pancakes.,None,39425,tossed __,no,M,27
48,Seeds that are thrown on the floor are meant for birds so for a human to wish for seeds is very odd.,cause_effect_prior,"""I wish someone would leave seeds out for me.""",Do you think Jeffrey is describing a normal event?,William,object_high,M,15,birds,ate the seeds,William left seeds out for  15 birds.,long_filler,35446,left seeds out for __,no,M,28
48,,cause_effect_prior,"""As usual.""",Do you think Justin is describing a normal event?,Kathleen,object_high,F,15,taxi drivers,honked,Kathleen cut off  15 taxi drivers.,short_filler,4089,cut off __,yes,M,29
48,,cause_effect_prior,"""None of the bike lights ran out of batteries.""",Do you think Ruth is describing a normal event?,Emma,object_mid,F,15,bike lights,ran out of batteries,Emma left  15 bike lights  on (and unplugged) all day.,None,9516,left __ on (and unplugged) all day,yes,F,30
48,,cause_effect_prior,"""I wish we could just say &quotecharon&quotechar.""",Do you think Emily is describing a normal event?,Thomas,object_high,M,15,flashlights,lit up,Thomas pressed the &quotecharon&quotechar button on  15 flashlights.,long_filler,5299,pressed the &quotecharon&quotechar button on __,yes,F,31
48,,cause_effect_prior,"""All of the oreos dissolved.""",Do you think Angela is describing a normal event?,Virginia,object_mid,F,15,oreos,dissolved,Virginia put  15 oreos  in a bucket of water.,All,6253,put __ in a bucket of water,yes,F,32
49,Books being thrown into a fire.,cause_effect_prior,"""Some of the books burnt.""",Do you think Nicholas is describing a normal event?,Emily,object_mid,F,15,books,burnt,Emily threw  15 books  into a fire.,Some,25563,threw __ into a fire,no,M,3
49,Why are there 15 comedians,cause_effect_prior,"""Some of the comedians laughed.""",Do you think Samuel is describing a normal event?,Nicole,object_mid,F,15,comedians,laughed,Nicole told a joke to  15 comedians.,Some,13946,told a joke to __,no,M,4
49,,cause_effect_prior,"""It&quotechars a beautiful day.""",Do you think Thomas is describing a normal event?,Christopher,object_mid,M,15,crayons,melted,Christopher left  15 crayons  in the hot sun.,long_filler,9599,left __ in the hot sun,yes,M,5
49,,cause_effect_prior,"""Typical.""",Do you think Jason is describing a normal event?,Edward,object_high,M,15,berries,froze,Edward put  15 berries  in the freezer.,short_filler,8734,put __ in the freezer,yes,M,6
49,Air is lighter than water,cause_effect_prior,"""All of the balloons sank.""",Do you think Justin is describing a normal event?,Timothy,object_low,M,15,balloons,sank,Timothy threw  15 balloons  into a pool.,All,11600,threw __ into a pool,no,M,7
49,Are they robbing houses,cause_effect_prior,"""All of the houses beeped.""",Do you think Lisa is describing a normal event?,Ruth,object_low,F,15,houses,beeped,Ruth left the lights on in  15 houses.,All,18686,left the lights on in __,no,F,8
49,Some of them should roll,cause_effect_prior,"""None of the toy cars rolled.""",Do you think Virginia is describing a normal event?,Scott,object_low,M,15,toy cars,rolled,Scott pushed  15 toy cars.,None,12871,pushed __,no,F,9
49,Block towers are fragile,cause_effect_prior,"""None of the block towers fell down.""",Do you think Alexander is describing a normal event?,Deborah,object_mid,F,15,block towers,fell down,Deborah punched  15 block towers.,None,9628,punched __,no,M,10
49,,cause_effect_prior,"""As usual.""",Do you think Joseph is describing a normal event?,Anna,object_mid,F,15,sequins,stuck,Anna glued  15 sequins  to a piece of paper.,short_filler,6247,glued __ to a piece of paper,yes,M,11
49,People don&quotechart normally run over boxes of other people,cause_effect_prior,"""Why does Lucy always leave her stuff in the driveway?""",Do you think Julie is describing a normal event?,Jennifer,object_mid,F,15,boxes,broke,Jennifer ran  15 boxes  over with a car.,long_filler,16187,ran __ over with a car,no,F,12
49,Cans don&quotechart normally compost,cause_effect_prior,"""Nothing out of the ordinary.""",Do you think Carolyn is describing a normal event?,Melissa,object_low,F,15,soda cans,decomposed,Melissa put  15 soda cans  in a compost pile for a month.,short_filler,11406,put __ in a compost pile for a month,no,F,13
49,That&quotechars a lot of love notes to write at one time,cause_effect_prior,"""Nothing surprising there.""",Do you think Mary is describing a normal event?,Kenneth,object_mid,M,15,love notes,had the letter Z in them,Kenneth wrote  15 love notes.,short_filler,13898,wrote __,no,F,14
49,,cause_effect_prior,"""Some of the hats blew away.""",Do you think Shirley is describing a normal event?,Nancy,object_mid,F,15,hats,blew away,Nancy left  15 hats  on a table on a windy day.,Some,34420,left __ on a table on a windy day,yes,F,15
49,,cause_effect_prior,"""It&quotechars so pretty.""",Do you think Stephanie is describing a normal event?,Cynthia,object_high,F,15,limericks,rhymed,Cynthia wrote  15 limericks.,long_filler,5504,wrote __,yes,F,16
49,,cause_effect_prior,"""Some of the balloons popped.""",Do you think Emma is describing a normal event?,Jessica,object_mid,F,15,balloons,popped,Jessica poked  15 balloons  with a pin.,Some,5239,poked __ with a pin,yes,F,17
49,"That is a lot of buses to even see in a day, let alone cut off.",cause_effect_prior,"""All of the bus drivers honked.""",Do you think Andrew is describing a normal event?,Donald,object_mid,M,15,bus drivers,honked,Donald cut off  15 bus drivers.,All,18469,cut off __,no,M,18
49,,cause_effect_prior,"""Some of the bicycles stopped.""",Do you think Betty is describing a normal event?,Richard,object_low,M,15,bicycles,stopped,Richard pressed the brakes on  15 bicycles.,Some,23083,pressed the brakes on __,yes,F,19
49,,cause_effect_prior,"""None of the cameras flashed.""",Do you think Jack is describing a normal event?,Rebecca,object_high,F,15,cameras,flashed,Rebecca took a picture with  15 cameras.,None,11517,took a picture with __,yes,M,20
49,,cause_effect_prior,"""Doesn&quotechart the dog have its own toys?""",Do you think Kathleen is describing a normal event?,John,object_low,M,15,shoes,ripped,John used  15 shoes  as dog toys.,long_filler,11035,used __ as dog toys,yes,F,21
49,,cause_effect_prior,"""Pretty normal.""",Do you think Heather is describing a normal event?,Helen,object_mid,F,15,bananas,were green,Helen saw  15 bananas.,short_filler,3370,saw __,yes,F,22
49,,cause_effect_prior,"""Some of the pancakes landed flat.""",Do you think Sharon is describing a normal event?,Brenda,object_mid,F,15,pancakes,landed flat,Brenda tossed  15 pancakes.,Some,5760,tossed __,yes,F,23
49,,cause_effect_prior,"""Some of the pieces of gum stuck to the wall.""",Do you think Frank is describing a normal event?,Laura,object_high,F,15,pieces of gum,stuck to the wall,Laura threw  15 pieces of gum  against a wall.,Some,5010,threw __ against a wall,yes,M,24
49,Carrots don&quotechart dissolve in water,cause_effect_prior,"""Some of the carrots dissolved.""",Do you think William is describing a normal event?,Dorothy,object_low,F,15,carrots,dissolved,Dorothy put  15 carrots  in a bucket of water.,Some,10667,put __ in a bucket of water,no,M,25
49,Some of them should have lit up,cause_effect_prior,"""None of the cd-players lit up.""",Do you think Amy is describing a normal event?,Linda,object_low,F,15,cd-players,lit up,Linda pressed the &quotecharon&quotechar button on  15 cd-players.,None,14070,pressed the &quotecharon&quotechar button on __,no,F,26
49,Dogs don&quotechart normally eat seeds,cause_effect_prior,"""I wish someone would leave seeds out for me.""",Do you think Kimberly is describing a normal event?,Anthony,object_low,M,15,dogs,ate the seeds,Anthony left seeds out for  15 dogs.,long_filler,21657,left seeds out for __,no,F,27
49,,cause_effect_prior,"""None of the bike lights ran out of batteries.""",Do you think Angela is describing a normal event?,Charles,object_mid,M,15,bike lights,ran out of batteries,Charles left  15 bike lights  on (and unplugged) all day.,None,6746,left __ on (and unplugged) all day,yes,F,28
49,,cause_effect_prior,"""All of the CDs exploded.""",Do you think Margaret is describing a normal event?,Sandra,object_low,F,15,CDs,exploded,Sandra heated up  15 CDs  in a microwave.,All,5593,heated up __ in a microwave,yes,F,29
49,,cause_effect_prior,"""Some of the phone screens reflected the sunlight.""",Do you think Sarah is describing a normal event?,Diane,object_low,F,15,phone screens,reflected the sunlight,Diane placed  15 phone screens  in the sun.,Some,9241,placed __ in the sun,yes,F,30
49,All of them should have,cause_effect_prior,"""Some of the gas tanks exploded.""",Do you think Karen is describing a normal event?,Amanda,object_high,F,15,gas tanks,exploded,Amanda lit  15 gas tanks.,Some,14033,lit __,no,F,31
49,,cause_effect_prior,"""All of the white shirts got stained.""",Do you think Ryan is describing a normal event?,Christina,object_mid,F,15,white shirts,got stained,Christina spilled red nail polish on  15 white shirts.,All,5296,spilled red nail polish on __,yes,M,32
50,Houses don&quotechart beep.,cause_effect_prior,"""None of the houses beeped.""",Do you think Laura is describing a normal event?,Jennifer,object_low,F,15,houses,beeped,Jennifer left the lights on in  15 houses.,None,34686,left the lights on in __,no,F,3
50,,cause_effect_prior,"""All of the bicycles stopped.""",Do you think Matthew is describing a normal event?,Heather,object_low,F,15,bicycles,stopped,Heather pressed the brakes on  15 bicycles.,All,8403,pressed the brakes on __,yes,M,4
50,,cause_effect_prior,"""All of the shopping carts rolled.""",Do you think Linda is describing a normal event?,Karen,object_mid,F,15,shopping carts,rolled,Karen pushed  15 shopping carts.,All,6694,pushed __,yes,F,5
50,,cause_effect_prior,"""Some of the novels had the letter Z in them.""",Do you think Rebecca is describing a normal event?,Ryan,object_high,M,15,novels,had the letter Z in them,Ryan wrote  15 novels.,Some,10862,wrote __,yes,F,6
50,,cause_effect_prior,"""All of the card towers fell down.""",Do you think Nicholas is describing a normal event?,William,object_high,M,15,card towers,fell down,William punched  15 card towers.,All,10023,punched __,yes,M,7
50,Putting hand soap in the freezer would not generally make someone think they need to go visit their grandmother.,cause_effect_prior,"""That reminds me I need to visit my grandma.""",Do you think Benjamin is describing a normal event?,Betty,object_low,F,15,bottles of hand soap,froze,Betty put  15 bottles of hand soap  in the freezer.,long_filler,40656,put __ in the freezer,no,M,8
50,,cause_effect_prior,"""Some of the eggs popped.""",Do you think Gregory is describing a normal event?,Robert,object_low,M,15,eggs,popped,Robert poked  15 eggs  with a pin.,Some,12516,poked __ with a pin,yes,M,9
50,Pencils wouldn&quotechart melt in the sun.,cause_effect_prior,"""None of the pencils melted.""",Do you think Amanda is describing a normal event?,Joyce,object_low,F,15,pencils,melted,Joyce left  15 pencils  in the hot sun.,None,19966,left __ in the hot sun,no,F,10
50,,cause_effect_prior,"""That&quotechars one way of spending your free time.""",Do you think Jonathan is describing a normal event?,Thomas,object_low,M,15,CDs,exploded,Thomas heated up  15 CDs  in a microwave.,long_filler,8141,heated up __ in a microwave,yes,M,11
50,,cause_effect_prior,"""Some of the matches burnt.""",Do you think Angela is describing a normal event?,Carolyn,object_high,F,15,matches,burnt,Carolyn threw  15 matches  into a fire.,Some,4641,threw __ into a fire,yes,F,12
50,All of the white tablecloths would have gotten stained if Dennis spilled it on all 15.,cause_effect_prior,"""Some of the white tablecloths got stained.""",Do you think Nicole is describing a normal event?,Dennis,object_low,M,15,white tablecloths,got stained,Dennis spilled red nail polish on  15 white tablecloths.,Some,38311,spilled red nail polish on __,no,F,13
50,"It just doesn&quotechart make sense. Ashley just saw the 15 bananas but didn&quotechart say anything, so why would Elizabeth say, ""As usual.""",cause_effect_prior,"""As usual.""",Do you think Elizabeth is describing a normal event?,Ashley,object_mid,F,15,bananas,were green,Ashley saw  15 bananas.,short_filler,49697,saw __,no,F,14
50,,cause_effect_prior,"""Some of the dogs ate the seeds.""",Do you think Brenda is describing a normal event?,Virginia,object_low,F,15,dogs,ate the seeds,Virginia left seeds out for  15 dogs.,Some,8194,left seeds out for __,yes,F,15
50,The weight of the car would break all the boxes.,cause_effect_prior,"""None of the boxes broke.""",Do you think Donna is describing a normal event?,Jacob,object_mid,M,15,boxes,broke,Jacob ran  15 boxes  over with a car.,None,33959,ran __ over with a car,no,F,16
50,"Throwing even one piece of gum on the wall, let alone 15, would not be an ordinary event.",cause_effect_prior,"""Nothing out of the ordinary.""",Do you think Mark is describing a normal event?,Sharon,object_high,F,15,pieces of gum,stuck to the wall,Sharon threw  15 pieces of gum  against a wall.,short_filler,42393,threw __ against a wall,no,M,17
50,,cause_effect_prior,"""That looks kind of dangerous.""",Do you think Scott is describing a normal event?,Charles,object_low,M,15,bicyclists,honked,Charles cut off  15 bicyclists.,long_filler,8546,cut off __,yes,M,18
50,,cause_effect_prior,"""Nothing surprising there.""",Do you think Emily is describing a normal event?,Christopher,object_low,M,15,lawyers,laughed,Christopher told a joke to  15 lawyers.,short_filler,8702,told a joke to __,yes,F,19
50,Balloons would not sink unless they were filled with a heavy substance.,cause_effect_prior,"""Some of the balloons sank.""",Do you think Shirley is describing a normal event?,Patrick,object_low,M,15,balloons,sank,Patrick threw  15 balloons  into a pool.,Some,31040,threw __ into a pool,no,F,20
50,,cause_effect_prior,"""All of the shirts ripped.""",Do you think Kenneth is describing a normal event?,Andrew,object_mid,M,15,shirts,ripped,Andrew used  15 shirts  as dog toys.,All,12973,used __ as dog toys,yes,M,21
50,,cause_effect_prior,"""Who came up with that idea?""",Do you think Joshua is describing a normal event?,Anthony,object_mid,M,15,fireworks,exploded,Anthony lit  15 fireworks.,long_filler,5438,lit __,yes,M,22
50,,cause_effect_prior,"""All of the diamonds reflected the sunlight.""",Do you think Samuel is describing a normal event?,Julie,object_mid,F,15,diamonds,reflected the sunlight,Julie placed  15 diamonds  in the sun.,All,6433,placed __ in the sun,yes,M,23
50,,cause_effect_prior,"""Some of the napkins blew away.""",Do you think Edward is describing a normal event?,Cynthia,object_high,F,15,napkins,blew away,Cynthia left  15 napkins  on a table on a windy day.,Some,5472,left __ on a table on a windy day,yes,M,24
50,,cause_effect_prior,"""Typical.""",Do you think Michael is describing a normal event?,Rachel,object_low,F,15,cd-players,lit up,Rachel pressed the &quotecharon&quotechar button on  15 cd-players.,short_filler,11675,pressed the &quotecharon&quotechar button on __,yes,M,25
50,It would make no sense for Christina to say this about what Larry did.,cause_effect_prior,"""That would be a pretty useful gadget.""",Do you think Christina is describing a normal event?,Larry,object_low,M,15,phones,ran out of batteries,Larry left  15 phones  on (and unplugged) all day.,long_filler,40344,left __ on (and unplugged) all day,no,F,26
50,,cause_effect_prior,"""Some of the banana peels decomposed.""",Do you think Helen is describing a normal event?,Jeffrey,object_high,M,15,banana peels,decomposed,Jeffrey put  15 banana peels  in a compost pile for a month.,Some,7608,put __ in a compost pile for a month,yes,F,27
50,,cause_effect_prior,"""Some of the stickers stuck.""",Do you think Kathleen is describing a normal event?,Eric,object_high,M,15,stickers,stuck,Eric glued  15 stickers  to a piece of paper.,Some,6127,glued __ to a piece of paper,yes,F,28
50,,cause_effect_prior,"""None of the cameras flashed.""",Do you think David is describing a normal event?,Daniel,object_high,M,15,cameras,flashed,Daniel took a picture with  15 cameras.,None,6765,took a picture with __,yes,M,29
50,,cause_effect_prior,"""None of the pancakes landed flat.""",Do you think Sarah is describing a normal event?,Justin,object_mid,M,15,pancakes,landed flat,Justin tossed  15 pancakes.,None,6593,tossed __,yes,F,30
50,,cause_effect_prior,"""Pretty normal.""",Do you think Emma is describing a normal event?,Jessica,object_high,F,15,limericks,rhymed,Jessica wrote  15 limericks.,short_filler,6665,wrote __,yes,F,31
50,Carrots wouldn&quotechart dissolve in water.,cause_effect_prior,"""Some of the carrots dissolved.""",Do you think Janet is describing a normal event?,Catherine,object_low,F,15,carrots,dissolved,Catherine put  15 carrots  in a bucket of water.,Some,20799,put __ in a bucket of water,no,F,32
51,Punching 15 card towers sounds like a random event.,cause_effect_prior,"""Some people just love destruction.""",Do you think Elizabeth is describing a normal event?,Joyce,object_high,F,15,card towers,fell down,Joyce punched  15 card towers.,long_filler,54077,punched __,no,F,3
51,,cause_effect_prior,"""Some of the butterflies ate the seeds.""",Do you think Dennis is describing a normal event?,George,object_mid,M,15,butterflies,ate the seeds,George left seeds out for  15 butterflies.,Some,10170,left seeds out for __,yes,M,4
51,,cause_effect_prior,"""Some of the balls of tin foil exploded.""",Do you think Heather is describing a normal event?,John,object_mid,M,15,balls of tin foil,exploded,John heated up  15 balls of tin foil  in a microwave.,Some,11983,heated up __ in a microwave,yes,F,5
51,I don&quotechart think it is normal to throw notebooks.,cause_effect_prior,"""I love throwing stuff, too.""",Do you think Diane is describing a normal event?,Carolyn,object_low,F,15,notebooks,landed flat,Carolyn tossed  15 notebooks.,long_filler,21208,tossed __,no,F,6
51,I dont know why someone would put 15 bottles of hand soap in the freezer and don&quotechart know why it would remind someone of their grandma.,cause_effect_prior,"""That reminds me I need to visit my grandma.""",Do you think Timothy is describing a normal event?,Mary,object_low,F,15,bottles of hand soap,froze,Mary put  15 bottles of hand soap  in the freezer.,long_filler,37034,put __ in the freezer,no,M,7
51,I don&quotechart know why someone would poke eggs with a pin.,cause_effect_prior,"""That requires a lot of concentration.""",Do you think Gregory is describing a normal event?,Lisa,object_low,F,15,eggs,popped,Lisa poked  15 eggs  with a pin.,long_filler,41350,poked __ with a pin,no,M,8
51,,cause_effect_prior,"""None of the shopping carts rolled.""",Do you think Ashley is describing a normal event?,Brenda,object_mid,F,15,shopping carts,rolled,Brenda pushed  15 shopping carts.,None,7066,pushed __,yes,F,9
51,,cause_effect_prior,"""I should start growing those myself.""",Do you think Jonathan is describing a normal event?,Jessica,object_mid,F,15,bananas,were green,Jessica saw  15 bananas.,long_filler,4561,saw __,yes,M,10
51,,cause_effect_prior,"""Some of the shoes ripped.""",Do you think Joseph is describing a normal event?,Richard,object_low,M,15,shoes,ripped,Richard used  15 shoes  as dog toys.,Some,6486,used __ as dog toys,yes,M,11
51,,cause_effect_prior,"""None of the kids laughed.""",Do you think Joshua is describing a normal event?,Mark,object_high,M,15,kids,laughed,Mark told a joke to  15 kids.,None,5879,told a joke to __,yes,M,12
51,,cause_effect_prior,"""None of the hats blew away.""",Do you think Julie is describing a normal event?,Rebecca,object_mid,F,15,hats,blew away,Rebecca left  15 hats  on a table on a windy day.,None,5568,left __ on a table on a windy day,yes,F,13
51,,cause_effect_prior,"""Some of the cups sank.""",Do you think Ruth is describing a normal event?,Deborah,object_mid,F,15,cups,sank,Deborah threw  15 cups  into a pool.,Some,3455,threw __ into a pool,yes,F,14
51,,cause_effect_prior,"""Some of the sequins stuck.""",Do you think Kenneth is describing a normal event?,Janet,object_mid,F,15,sequins,stuck,Janet glued  15 sequins  to a piece of paper.,Some,5951,glued __ to a piece of paper,yes,M,15
51,,cause_effect_prior,"""Some of the cd-players lit up.""",Do you think Jeffrey is describing a normal event?,Shirley,object_low,F,15,cd-players,lit up,Shirley pressed the &quotecharon&quotechar button on  15 cd-players.,Some,6480,pressed the &quotecharon&quotechar button on __,yes,M,16
51,I dont know why someone would say typical to a person who took a picture with 15 webcams.,cause_effect_prior,"""Typical.""",Do you think Jennifer is describing a normal event?,Justin,object_low,M,15,webcams,flashed,Justin took a picture with  15 webcams.,short_filler,26426,took a picture with __,no,F,17
51,It isn&quotechart normal for someone to throw 15 cakes against the wall.,cause_effect_prior,"""None of the cakes stuck to the wall.""",Do you think Ryan is describing a normal event?,Jerry,object_mid,M,15,cakes,stuck to the wall,Jerry threw  15 cakes  against a wall.,None,22519,threw __ against a wall,no,M,18
51,,cause_effect_prior,"""Nothing out of the ordinary.""",Do you think Kimberly is describing a normal event?,Nancy,object_low,F,15,phone screens,reflected the sunlight,Nancy placed  15 phone screens  in the sun.,short_filler,9040,placed __ in the sun,yes,F,19
51,,cause_effect_prior,"""Some of the new cars beeped.""",Do you think Samantha is describing a normal event?,Ronald,object_high,M,15,new cars,beeped,Ronald left the lights on in  15 new cars.,Some,6327,left the lights on in __,yes,F,20
51,,cause_effect_prior,"""All of the matches burnt.""",Do you think Scott is describing a normal event?,Kevin,object_high,M,15,matches,burnt,Kevin threw  15 matches  into a fire.,All,5920,threw __ into a fire,yes,M,21
51,,cause_effect_prior,"""Nothing surprising there.""",Do you think Kathleen is describing a normal event?,Emily,object_low,F,15,poems,rhymed,Emily wrote  15 poems.,short_filler,22338,wrote __,yes,F,22
51,,cause_effect_prior,"""All of the sugar cubes dissolved.""",Do you think Raymond is describing a normal event?,Michael,object_high,M,15,sugar cubes,dissolved,Michael put  15 sugar cubes  in a bucket of water.,All,4743,put __ in a bucket of water,yes,M,23
51,I don&quotechart know what is pretty normal about putting pencils in the sun.,cause_effect_prior,"""Pretty normal.""",Do you think Patrick is describing a normal event?,Michelle,object_low,F,15,pencils,melted,Michelle left  15 pencils  in the hot sun.,short_filler,22551,left __ in the hot sun,no,M,24
51,,cause_effect_prior,"""Some of the banana peels decomposed.""",Do you think Linda is describing a normal event?,Christina,object_high,F,15,banana peels,decomposed,Christina put  15 banana peels  in a compost pile for a month.,Some,4953,put __ in a compost pile for a month,yes,F,25
51,,cause_effect_prior,"""All of the novels had the letter Z in them.""",Do you think Andrew is describing a normal event?,Anna,object_high,F,15,novels,had the letter Z in them,Anna wrote  15 novels.,All,5903,wrote __,yes,M,26
51,,cause_effect_prior,"""All of the gas tanks exploded.""",Do you think Sandra is describing a normal event?,Steven,object_high,M,15,gas tanks,exploded,Steven lit  15 gas tanks.,All,4423,lit __,yes,F,27
51,It doesn&quotechart make sense to say as usual.,cause_effect_prior,"""As usual.""",Do you think Tyler is describing a normal event?,Angela,object_low,F,15,bicycles,stopped,Angela pressed the brakes on  15 bicycles.,short_filler,16155,pressed the brakes on __,no,M,28
51,,cause_effect_prior,"""Some of the taxi drivers honked.""",Do you think Larry is describing a normal event?,Thomas,object_high,M,15,taxi drivers,honked,Thomas cut off  15 taxi drivers.,Some,4279,cut off __,yes,M,29
51,,cause_effect_prior,"""None of the white tablecloths got stained.""",Do you think Eric is describing a normal event?,Helen,object_low,F,15,white tablecloths,got stained,Helen spilled red nail polish on  15 white tablecloths.,None,7536,spilled red nail polish on __,yes,M,30
51,,cause_effect_prior,"""Some of the laptops ran out of batteries.""",Do you think Melissa is describing a normal event?,Donna,object_high,F,15,laptops,ran out of batteries,Donna left  15 laptops  on (and unplugged) all day.,Some,5399,left __ on (and unplugged) all day,yes,F,31
51,,cause_effect_prior,"""All of the sunglasses broke.""",Do you think Anthony is describing a normal event?,Charles,object_high,M,15,sunglasses,broke,Charles ran  15 sunglasses  over with a car.,All,4231,ran __ over with a car,yes,M,32
52,,cause_effect_prior,"""None of the carrots dissolved.""",Do you think Scott is describing a normal event?,Gregory,object_low,M,15,carrots,dissolved,Gregory put  15 carrots  in a bucket of water.,None,35233,put __ in a bucket of water,yes,M,3
52,,cause_effect_prior,"""Some of the eggs popped.""",Do you think Benjamin is describing a normal event?,Donald,object_low,M,15,eggs,popped,Donald poked  15 eggs  with a pin.,Some,17734,poked __ with a pin,yes,M,4
52,,cause_effect_prior,"""As usual.""",Do you think Tyler is describing a normal event?,Anna,object_high,F,15,new cars,beeped,Anna left the lights on in  15 new cars.,short_filler,17715,left the lights on in __,yes,M,5
